Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
134357.80553419894,20.468,193.06035,-314.22726,-404.3365,-191.53864,630.8591,8.700699,0.0
134357.80886773556,9.331,183.73375,-327.77866,-413.9692,-200.87389,621.8341,-14.505328,0.0
134357.81220127217,-0.602,176.8181,-334.69366,-429.91928,-212.30835,607.37524,-11.464125,0.0
134357.8155348088,14.448,179.7987,-322.66165,-414.56842,-197.85893,620.61487,-13.612488,0.0
134357.81886834544,21.07,189.13632,-319.96304,-405.53958,-184.0299,635.3835,-2.162877,0.0
134357.82220188205,9.933,179.508,-326.27127,-414.87146,-196.0678,620.32404,-15.713682,0.0
134357.82553541867,11.137,185.53975,-319.3331,-411.5615,-198.167,615.19183,-6.966541,0.0
134357.8288689553,29.498,195.15044,-304.89548,-396.5099,-182.50864,632.64764,4.1530433,0.0
134357.83220249193,11.137,175.5825,-321.44568,-410.65894,-199.36818,614.8901,-8.776895,0.0
134357.83553602855,14.448,182.21259,-314.5131,-404.03857,-192.15337,619.7097,-2.1469123,0.0
134357.83886956517,23.478,184.60442,-307.8975,-401.32648,-185.52571,629.9466,-7.599745,0.0
134357.84220310178,35.819,187.59163,-297.0655,-385.6761,-174.08559,635.0462,5.0429807,0.0
134357.84553663843,24.381,186.41263,-306.6927,-390.49533,-181.0192,619.6858,1.1481228,0.0
134357.84887017505,15.05,182.51285,-315.1183,-401.63144,-193.65343,605.82886,-6.3725233,0.0
134357.85220371166,20.769,187.32664,-308.19208,-398.31927,-182.22887,623.3152,3.2689106,0.0
134357.8555372483,28.595,189.72142,-305.1949,-387.48474,-175.90433,620.27905,1.439689,0.0
134357.85887078493,29.498,190.62442,-303.68826,-389.28943,-178.60484,631.139,5.359946,0.0
134357.86220432154,25.284,180.97919,-308.20407,-400.72388,-187.32323,616.06287,3.861477,0.0
134357.86553785816,18.361,175.56487,-305.1677,-403.43494,-192.74477,613.364,-3.3632488,0.0
134357.8688713948,23.779,177.96552,-302.46588,-401.02548,-186.1256,623.0062,2.3564768,0.0
134357.87220493142,28.294,187.00653,-294.3293,-401.62497,-175.90503,638.3833,26.785372,0.0
134357.87553846804,20.769,186.42143,-295.5165,-401.3278,-187.63412,632.06525,3.2689106,0.0
134357.87887200466,14.448,184.32472,-300.63034,-408.2505,-193.65483,626.6494,5.999681,0.0
134357.8822055413,19.565,181.29489,-294.60794,-409.15057,-186.73608,638.40436,1.4614594,0.0
134357.88553907792,14.147,177.98903,-295.19714,-410.05576,-196.65848,617.5983,12.638371,0.0
134357.88887261454,19.264,185.51991,-285.55316,-407.04474,-189.13913,625.12915,12.022584,0.0
134357.89220615115,24.682,191.23964,-277.72076,-397.4148,-184.02142,632.0558,24.983727,0.0
134357.8955396878,27.09,197.26846,-270.1822,-390.494,-180.11195,645.6276,46.702168,0.0
134357.89887322442,35.217,193.32607,-272.31635,-388.38406,-175.58847,653.1512,21.33762,0.0
134357.90220676103,29.799,190.32195,-272.30197,-393.50122,-185.51086,640.7935,13.505814,0.0
134357.90554029768,30.401,188.20833,-271.69995,-391.99664,-183.1071,644.7145,19.538876,0.0
134357.9088738343,29.799,190.32195,-261.1354,-383.57306,-180.40588,640.7935,17.126522,0.0
134357.91220737091,26.187,189.12383,-267.4636,-390.1936,-178.61261,646.83673,19.850761,0.0
134357.91554090753,29.197,190.62515,-259.6248,-390.79382,-180.10701,624.5018,21.653858,0.0
134357.91887444418,12.943,175.87982,-273.7662,-406.4461,-196.06071,624.84265,4.1929555,0.0
134357.9222079808,16.856,184.31885,-265.9298,-400.728,-192.14772,634.48846,21.08016,0.0
134357.9255415174,29.498,192.13309,-254.49501,-389.59027,-176.2025,664.63055,18.33415,0.0
134357.92887505403,18.662,187.93526,-257.18243,-399.82455,-190.9423,640.2169,1.765362,0.0
134357.93220859068,2.408,173.18993,-273.13464,-411.26492,-208.09718,615.5146,-9.962752,0.0
134357.9355421273,18.662,186.42659,-253.56085,-393.50665,-190.64201,627.8461,5.3860703,0.0
134357.9388756639,21.973,189.13411,-248.13725,-394.10675,-183.1269,634.1744,17.14539,0.0
134357.94220920053,21.672,189.13484,-249.04185,-395.61115,-180.72528,634.77856,5.680539,0.0
134357.94554273717,18.361,184.91864,-257.78525,-402.83325,-188.84096,632.37274,14.740292,0.0
134357.9488762738,25.585,192.14264,-248.75044,-391.69815,-182.51784,635.3726,14.722876,0.0
134357.9522098104,17.157,178.28342,-257.78204,-404.9398,-189.44437,625.1342,2.6741674,0.0
134357.95554334705,19.565,181.29489,-250.54526,-400.72668,-185.23462,631.16296,10.211504,0.0
134357.95887688367,25.284,191.23817,-246.33525,-399.82132,-178.31445,646.2355,29.809885,0.0
134357.9622104203,2.107,174.69934,-272.22845,-420.29065,-203.2932,621.2481,-6.039593,0.0
134357.9655439569,3.913,173.18626,-267.40445,-416.98038,-197.28311,621.84717,-3.9318676,0.0
134357.96887749355,4.515,164.43448,-271.32944,-418.78522,-193.67818,628.7854,-2.4246905,0.0
134357.97221103017,16.856,172.5512,-263.5154,-410.65616,-187.04274,631.1695,2.9766188,0.0
134357.97554456678,30.702,181.56943,-252.08382,-398.91614,-175.29878,639.5844,16.520893,0.0
134357.9788781034,17.157,173.45566,-265.32703,-410.0543,-188.84378,629.3584,-1.2482663,0.0
134357.98221164005,8.729,171.36409,-267.71902,-412.76608,-190.96564,623.0425,-3.9434783,0.0
134357.98554517666,4.816,170.46844,-268.91583,-419.0859,-200.88449,616.11224,-8.459929,0.0
134357.98887871328,17.759,183.71318,-254.46385,-400.12585,-184.63828,631.1673,5.0865216,0.0
134357.9922122499,7.525,176.1948,-266.20685,-415.7752,-199.37666,608.2608,-11.785443,0.0
134357.99554578654,10.836,182.2214,-263.49945,-410.05737,-196.66624,616.0977,12.646354,0.0
134357.99887932316,8.428,176.49432,-265.00204,-410.66028,-191.86723,617.3104,3.6003892,0.0
134358.00221285978,3.612,174.39394,-268.91266,-418.78564,-196.38293,615.20996,-2.724239,0.0
134358.00554639642,-5.418,165.36394,-282.46964,-426.01053,-208.41586,599.8437,-15.073221,0.0
134358.00887993304,3.612,170.77312,-280.07922,-416.07797,-197.5841,614.6065,-8.457027,0.0
134358.01221346966,1.204,170.77899,-278.5638,-416.98172,-199.69182,607.06915,-6.942593,0.0
134358.01554700627,7.826,168.95242,-277.9778,-412.76654,-193.6704,613.3894,-3.33785,0.0
134358.01888054292,7.224,169.55736,-276.1654,-411.26257,-192.17035,624.253,0.28430942,0.0
134358.02221407954,12.943,171.65553,-268.9374,-402.53503,-188.2531,631.78235,4.1929555,0.0
134358.02554761615,0.903,165.95197,-278.86484,-413.6725,-207.50012,603.7509,-13.881558,0.0
134358.02888115277,12.943,170.14687,-274.068,-406.14526,-192.4572,629.972,-3.3501866,0.0
134358.03221468942,12.04,176.78723,-266.82242,-403.13718,-194.56137,610.362,5.1003094,0.0
134358.03554822603,10.836,174.97977,-273.157,-410.05737,-196.66624,615.79596,12.646354,0.0
134358.03888176265,5.117,177.70934,-279.4796,-418.48407,-202.08496,613.6977,-3.9347703,0.0
134358.04221529927,-3.612,169.58382,-282.7762,-426.00964,-209.0122,604.06354,-19.60346,0.0
134358.04554883591,20.468,178.8788,-272.8808,-401.62878,-187.33455,632.6694,8.097247,0.0
134358.04888237253,27.692,179.76637,-264.1478,-402.52783,-177.7082,642.91064,6.872928,0.0
134358.05221590915,19.565,184.31224,-267.1442,-406.4429,-191.24048,619.9991,-4.2713284,0.0
134358.0555494458,0.0,183.4548,-283.69122,-424.80447,-203.89874,616.42554,-6.9396906,0.0
134358.0588829824,13.545,187.34428,-274.3714,-407.3484,-192.4558,626.34985,6.907035,0.0
134358.06221651903,13.545,185.23213,-276.484,-409.45435,-192.1555,620.3153,-10.89478,0.0
134358.06555005565,10.535,174.0753,-284.021,-405.2439,-188.25876,620.0209,-8.473718,0.0
134358.0688835923,7.826,183.13396,-282.203,-408.25372,-200.57713,608.5618,-19.329311,0.0
134358.0722171289,3.311,179.8259,-288.227,-410.06107,-204.49155,604.65027,-23.84431,0.0
134358.07555066553,24.983,200.29095,-265.6496,-392.601,-184.6213,625.7188,-6.3964705,0.0
134358.07888420214,5.418,188.57106,-284.0074,-411.86514,-197.88016,619.7315,-12.383815,0.0
134358.0822177388,11.739,192.47818,-279.1954,-411.26035,-197.565,620.92316,-6.967992,0.0
134358.0855512754,0.602,183.1516,-292.7468,-420.59222,-205.99937,613.40686,-29.570568,0.0
134358.08888481202,11.438,190.97025,-284.3252,-409.45538,-204.77274,602.8203,-10.8897,0.0
134358.09221834864,29.498,210.23718,-261.13458,-386.8826,-183.10922,630.5355,8.980654,0.0
134358.0955518853,6.321,189.7758,-286.4242,-408.85617,-199.6798,610.0741,-20.83431,0.0
134358.0988854219,-3.913,171.99843,-296.35638,-424.20468,-210.21408,602.85736,-31.973488,0.0
134358.10221895852,9.03,182.82928,-290.05298,-408.25314,-198.17197,616.7055,-21.142569,0.0
134358.10555249517,6.02,181.32796,-299.09897,-414.87338,-199.6805,619.73004,-17.816328,0.0
134358.10888603178,12.642,180.70831,-294.28775,-410.35736,-198.76405,614.283,-16.927116,0.0
134358.1122195684,11.137,185.23802,-291.26575,-413.3666,-197.86671,621.528,-15.716585,0.0
134358.11555310502,15.652,193.67557,-282.52557,-404.33884,-193.9523,613.37054,-16.330921,0.0
134358.11888664166,22.274,194.86635,-279.22336,-400.4245,-185.82884,628.44086,-3.070957,0.0
134358.12222017828,21.973,195.77228,-276.80817,-398.92038,-186.73042,629.6485,-2.7685056,0.0
134358.1255537149,2.107,177.11322,-291.54358,-413.37103,-201.79173,612.49805,-31.38455,0.0
134358.1288872515,16.856,190.95702,-278.3036,-400.12628,-189.44508,620.0056,-13.316567,0.0
134358.13222078816,15.05,191.5649,-279.50598,-407.34766,-191.25108,620.01,-17.838099,0.0
134358.13555432478,23.779,195.76787,-268.9662,-401.02548,-183.12267,632.96313,-4.583214,0.0
134358.1388878614,16.555,189.44908,-279.2082,-409.75375,-195.75194,604.61835,-17.54,0.0
134358.142221398,29.799,202.0896,-271.69836,-395.30634,-180.40588,629.9314,1.1350607,0.0
134358.14555493466,32.809,198.46144,-270.49915,-390.4912,-176.19472,632.94135,-0.6825502,0.0
134358.14888847127,30.401,194.54477,-272.60535,-397.71286,-176.50067,628.42126,-3.3922758,0.0
134358.1522220079,24.381,184.30048,-280.43616,-406.13968,-185.2233,616.06506,-19.670948,0.0
134358.15555554454,15.652,181.0027,-278.904,-407.94907,-196.35464,602.5084,-32.925835,0.0
134358.15888908115,24.983,192.44585,-272.89276,-399.82147,-189.72627,618.4774,-0.3619569,0.0
134358.16222261777,25.886,193.34885,-273.19696,-404.63467,-186.42093,618.777,-14.54524,0.0
134358.1655561544,31.304,195.14603,-272.00415,-401.32266,-181.00293,625.7036,-13.954851,0.0
134358.16888969103,23.177,184.30342,-281.64017,-413.96246,-187.0279,615.4645,-19.064594,0.0
134358.17222322765,43.946,203.86548,-259.96576,-392.2909,-168.06064,641.66455,-0.7094003,0.0
134358.17555676427,35.819,201.16971,-267.48917,-393.49826,-172.58414,632.6324,-7.6294975,0.0
134358.1788903009,52.976,216.81802,-254.25555,-377.84552,-161.13269,637.1169,15.863742,0.0
134358.18222383753,38.528,200.55962,-266.59094,-396.20462,-173.47864,631.11725,-2.2049665,0.0
134358.18555737415,43.946,201.75333,-262.68195,-386.57468,-163.55626,637.4404,-5.537011,0.0
134358.18889091077,38.528,192.11104,-270.51434,-391.09012,-175.88098,611.80676,-11.256737,0.0
134358.19222444738,41.839,186.37,-272.03214,-386.5757,-175.5729,617.5316,-11.868171,0.0
134358.19555798403,32.809,189.71114,-278.04413,-389.58865,-183.10144,616.04474,-15.165382,0.0
134358.19889152065,34.314,190.31093,-277.44455,-388.3845,-180.39528,626.6015,-11.246577,0.0
134358.20222505726,43.946,200.54639,-266.60535,-385.0704,-171.36386,632.91455,-7.9508166,0.0
134358.20555859388,34.013,192.72554,-274.72754,-390.79147,-174.39014,628.11084,-12.452754,0.0
134358.20889213053,37.324,193.62267,-274.73633,-392.89584,-174.38235,630.21497,-3.4089665,0.0
134358.21222566714,24.08,184.90468,-283.45334,-405.53812,-184.62343,623.60895,-14.540887,0.0
134358.21555920376,40.936,196.6312,-260.25955,-391.99152,-171.37094,634.7321,-2.2107718,0.0
134358.2188927404,22.575,188.8309,-278.62057,-413.06018,-185.52783,624.5177,-10.614824,0.0
134358.22222627702,20.468,191.24994,-280.42578,-417.87485,-184.63191,620.29865,-13.325275,0.0
134358.22555981364,27.09,196.665,-272.89838,-408.84604,-175.30728,638.0845,4.460574,0.0
134358.22889335026,23.779,188.52623,-279.83096,-416.97067,-177.4171,625.1183,-27.816092,0.0
134358.2322268869,22.876,188.52844,-284.05374,-415.46686,-184.62625,617.2756,-25.400108,0.0
134358.23556042352,25.284,190.93645,-283.45654,-406.4401,-175.31152,637.18365,-16.655869,0.0
134358.23889396014,38.528,206.29259,-265.68555,-391.69183,-165.07045,637.7552,-7.0325775,0.0
134358.24222749675,17.458,182.8087,-290.67896,-412.46097,-191.24542,608.5386,-29.912931,0.0
134358.2455610334,31.906,194.54109,-280.75793,-405.23346,-179.19977,625.0987,-18.783915,0.0
134358.24889457002,24.983,188.82503,-285.26654,-407.3428,-184.6213,618.4774,-22.689657,0.0
134358.25222810663,20.468,183.10309,-297.02472,-413.06122,-188.83601,620.6004,-7.2907624,0.0
134358.25556164325,31.304,187.60266,-286.18872,-407.03885,-180.70264,620.876,-26.62733,0.0
134358.2588951799,41.237,196.02698,-284.1025,-398.30927,-172.87169,631.1107,-7.6425595,0.0
134358.2622287165,36.722,190.00331,-287.4103,-406.13367,-176.48581,618.1474,-22.114508,0.0
134358.26556225313,35.518,191.51492,-284.0873,-400.7189,-173.78601,632.02966,-13.0598345,0.0
134358.26889578978,39.13,189.99744,-285.90768,-397.7086,-175.27898,625.6847,-18.197878,0.0
134358.2722293264,45.15,197.82784,-278.3787,-391.08688,-167.45723,635.0237,-10.970976,0.0
134358.275562863,30.401,184.58751,-294.0331,-410.3487,-186.41032,623.5937,-26.021702,0.0
134358.27889639963,32.207,186.99698,-292.2271,-410.64865,-183.70345,627.21,-23.310524,0.0
134358.28222993627,50.568,198.11635,-278.09128,-397.40216,-162.63982,655.22626,-13.69957,0.0
134358.2855634729,33.712,182.46729,-294.9473,-409.74536,-181.59785,617.8529,-28.141764,0.0
134358.2888970095,39.13,186.07487,-291.64188,-407.9376,-180.08366,617.2364,-24.835844,0.0
134358.29223054613,47.558,195.40808,-287.4391,-395.89935,-179.16298,628.9834,-8.2612505,0.0
134358.29556408277,43.344,191.49582,-288.0315,-401.6176,-186.37991,625.3728,-37.216755,0.0
134358.2988976194,34.013,193.02727,-290.1193,-405.83414,-192.40768,616.0418,-32.064922,0.0
134358.302231156,36.12,200.5655,-285.89972,-400.7186,-187.89835,626.59717,-13.363011,0.0
134358.30556469262,37.023,201.16676,-280.1679,-397.70963,-180.68921,625.38806,-24.227312,0.0
134358.30889822927,32.207,199.66985,-283.17313,-401.3222,-181.6014,622.68414,-18.482914,0.0
134358.31223176589,30.401,190.32048,-295.2403,-407.34015,-178.30243,616.654,-34.168297,0.0
134358.3155653025,26.187,192.14117,-296.4363,-416.9695,-185.81964,624.8107,-28.123623,0.0
134358.31889883915,24.381,182.18834,-299.4495,-416.9704,-189.1271,611.8409,-48.636616,0.0
134358.32223237577,33.411,191.52007,-286.1943,-402.22418,-178.59564,629.92267,-30.253119,0.0
134358.32556591238,33.11,190.31386,-295.85107,-408.54224,-182.19986,628.41473,-34.77828,0.0
134358.328899449,16.856,172.85292,-311.80328,-418.1775,-197.85327,609.1435,-49.825375,0.0
134358.33223298565,56.287,205.64575,-279.31366,-379.04733,-158.72256,642.54,-18.239243,0.0
134358.33556652226,28.896,171.01312,-314.85324,-415.76477,-182.51006,626.31287,-45.02679,0.0
134358.33890005888,41.538,180.33604,-306.73822,-402.52106,-174.07216,628.99786,-28.160631,0.0
134358.3422335955,36.722,175.82178,-315.1758,-410.04474,-182.49167,627.50085,-36.899067,0.0
134358.34556713214,41.538,182.74991,-299.79684,-398.00827,-174.37245,616.32544,-39.927933,0.0
134358.34890066876,48.461,186.9573,-299.21164,-395.89893,-170.75267,628.37775,-22.444534,0.0
134358.35223420538,50.568,199.92676,-287.14526,-393.19022,-171.048,635.0106,-28.182402,0.0
134358.355567742,47.257,195.71056,-294.37964,-395.8995,-172.85754,634.41516,-31.493402,0.0
134358.35890127864,51.772,201.73422,-284.73407,-385.96915,-169.84401,625.956,-42.366413,0.0
134358.36223481526,49.364,203.85225,-285.02948,-391.38568,-168.94879,630.78937,-9.774233,0.0
134358.36556835187,31.304,182.47316,-304.90027,-409.14484,-188.81055,620.876,-34.773922,0.0
134358.36890188852,27.692,177.65422,-311.22845,-418.47305,-190.0202,618.1691,-52.56703,0.0
134358.37223542514,35.217,177.63585,-306.11786,-410.04547,-186.09871,615.1337,-50.171368,0.0
134358.37556896175,31.003,182.4739,-310.93546,-415.4629,-188.51096,611.2215,-44.126694,0.0
134358.37890249837,39.431,194.82445,-301.90384,-402.5221,-179.78267,620.8564,-30.569357,0.0
134358.38223603502,26.789,181.88072,-314.24405,-413.35898,-191.52379,610.6282,-38.383747,0.0
134358.38556957163,38.528,191.80931,-304.01404,-401.92084,-182.78772,619.3499,-29.360277,0.0
134358.38890310825,42.14,198.13692,-300.10025,-392.29178,-174.67133,615.11707,-21.524118,0.0
134358.39223664487,51.471,208.37312,-289.86386,-385.36758,-168.04295,636.5171,-10.382764,0.0
134358.3955701815,18.06,179.48816,-316.93707,-418.7786,-202.35484,604.61475,-33.53509,0.0
134358.39890371813,40.635,200.55447,-294.96567,-393.4959,-180.68071,626.28455,-19.710136,0.0
134358.40223725475,14.749,180.70317,-312.0995,-419.68277,-206.867,588.6312,-57.96689,0.0
134358.40557079136,18.963,187.63278,-305.1693,-410.95596,-198.7492,590.73315,-40.778683,0.0
134358.408904328,10.836,177.39365,-320.5395,-428.71027,-209.27855,588.03723,-53.129845,0.0
134358.41223786463,15.953,189.45055,-315.4225,-416.97452,-204.76213,589.5335,-43.788685,0.0
134358.41557140124,31.605,199.36958,-303.39206,-408.84384,-189.41042,615.7459,-31.757393,0.0
134358.4189049379,23.779,192.75052,-313.63248,-416.66983,-188.52794,614.25616,-38.074764,0.0
134358.4222384745,19.866,187.63058,-319.65805,-416.67175,-193.34181,615.4725,-31.125639,0.0
134358.42557201113,30.702,192.43188,-312.74545,-404.33148,-176.80025,622.38605,-23.00517,0.0
134358.42890554774,24.983,188.22156,-317.25726,-409.74963,-184.6213,619.6843,-25.103462,0.0
134358.4322390844,12.642,173.76842,-328.08926,-424.1966,-199.66493,594.0674,-48.910038,0.0
134358.435572621,21.973,184.30635,-316.04205,-409.45026,-186.12984,622.7088,-28.716913,0.0
134358.43890615762,34.615,197.55182,-304.30545,-395.0031,-176.19048,628.41113,-11.850755,0.0
134358.44223969424,3.311,169.26517,-334.40225,-428.11224,-205.99301,599.8227,-64.879005,0.0
134358.44557323089,17.157,178.58516,-326.29044,-419.98245,-193.94876,607.93585,-48.619198,0.0
134358.4489067675,20.167,179.18127,-327.20383,-420.58267,-188.53642,618.489,-55.86787,0.0
134358.45224030412,30.401,191.82915,-318.47882,-415.4632,-178.30243,622.3868,-45.03042,0.0
134358.45557384074,22.274,184.00389,-332.34003,-417.874,-190.03293,605.5097,-47.424633,0.0
134358.45890737738,23.177,175.25137,-332.3424,-421.78464,-185.22614,607.6196,-54.064774,0.0
134358.462240914,26.789,187.91542,-331.7484,-422.0837,-185.51793,611.2316,-47.133793,0.0
134358.46557445062,31.906,188.80814,-325.42422,-413.65735,-179.50006,618.4607,-36.284004,0.0
134358.46890798726,33.11,184.27916,-327.2382,-410.94907,-181.59927,608.8026,-45.6404,0.0
134358.47224152388,35.819,191.81592,-323.322,-409.44348,-177.08852,614.2271,-34.18136,0.0
134358.4755750605,17.458,183.41217,-328.40384,-425.99936,-192.74689,604.61615,-46.507843,0.0
134358.4789085971,21.07,183.10162,-326.30084,-419.6797,-191.83752,608.22815,-46.516552,0.0
134358.48224213376,21.973,188.53064,-326.90683,-419.67923,-190.93452,606.1139,-46.217003,0.0
134358.48557567038,17.458,190.35208,-329.91284,-423.2917,-193.34747,608.5386,-38.662975,0.0
134358.488909207,18.662,196.38383,-321.16385,-417.87573,-190.9423,605.8202,-29.915834,0.0
134358.4922427436,12.341,189.7611,-323.25967,-418.1797,-199.96593,594.0681,-56.452454,0.0
134358.49557628026,26.789,207.82993,-309.41528,-401.32486,-182.51501,607.0075,-29.331976,0.0
134358.49890981687,23.177,204.21791,-312.72546,-407.3437,-194.23491,594.64545,-40.487118,0.0
134358.5022433535,13.545,199.11194,-320.54666,-412.76373,-198.76193,604.6256,-36.541462,0.0
134358.5055768901,5.117,198.52905,-322.6369,-420.8909,-210.79344,581.7148,-53.116055,0.0
134358.50891042675,-0.301,194.01625,-328.0549,-426.3089,-212.00735,580.52094,-45.258125,0.0
134358.51224396337,15.953,201.82167,-317.53506,-411.55914,-199.35686,597.9818,-43.486958,0.0
134358.5155775,12.642,201.82976,-322.65686,-414.87015,-204.16933,598.29156,-39.85827,0.0
134358.5189110366,27.993,209.33565,-313.94547,-407.04047,-187.61716,606.7028,-29.93833,0.0
134358.52224457325,16.555,200.61327,-330.51404,-421.18616,-200.25633,595.26483,-47.10912,0.0
134358.52557810987,37.625,230.7353,-306.72784,-392.59482,-176.48369,615.7314,-23.323587,0.0
134358.52891164648,6.321,201.24171,-340.44623,-426.30566,-208.38828,586.23773,-51.006878,0.0
134358.53224518313,26.187,216.27997,-333.2558,-411.55417,-185.81964,612.44,-13.037338,0.0
134358.53557871975,-12.943,177.14996,-369.66962,-450.3833,-226.15082,575.7238,-65.14154,0.0
134358.53891225636,18.963,207.54729,-338.36722,-416.37134,-191.24188,599.18146,-32.933815,0.0
134358.54224579298,9.331,189.16498,-351.6208,-426.30417,-200.5736,589.24774,-50.71241,0.0
134358.54557932963,19.264,200.30492,-340.1788,-415.46863,-188.53854,601.8963,-48.32255,0.0
134358.54891286624,24.08,197.27582,-340.1916,-410.65262,-190.32898,592.8329,-48.635887,0.0
134358.55224640286,21.672,197.2817,-338.978,-415.1666,-192.1364,590.4249,-50.13871,0.0
134358.55557993948,33.11,207.21101,-319.39142,-402.22433,-184.30191,603.3715,-29.950666,0.0
134358.55891347612,24.983,194.25626,-331.14,-413.96158,-197.2336,588.60657,-49.241516,0.0
