Timestamp,Channel_1
134360.69306348905,0
134364.7549146464,1
134371.53574764213,4
134375.57366569916,5
134382.8506735019,6
134386.71517045647,7
134394.65675516866,2
134398.56011452375,3
134420.6803886361,0
134424.6116587916,1
134432.6617411053,4
134436.58759476073,5
134443.6613548606,6
134447.62463241658,7
134454.56475371457,2
134458.62225387187,3
